Archivo,Distrito,Mes,H01_02,H01_04,H01_05,H01_06,H01_07,H01_08,H01_09,H01_10,H01_11,H01_12,H01_13,H01_14,H01_15,H01_16,H02_01,H02_02,H02_03,H02_04,H02_05,H02_06,H02_07,H02_08,H02_09,H02_10,H02_11,H02_12,H02_13,H02_14,H02_15,H02_16,H02_17,H02_18,H02_19,H02_20,H02_21,H02_22,H02_23,H02_24,H02_25,H02_26,H03_01,H03_02,H03_03,H03_04,H03_05,H03_06,H03_07,H03_08,H03_09,H03_10,H03_11,H03_12,H03_13,H03_14,H03_15,H03_16,H03_17,H03_18,H03_19,H03_20,H03_21,H03_22,H04_01,H04_02,H04_03,H04_04,H04_05,H04_06,H04_07,H04_08,H04_09,H04_10,H04_11,H04_12,H05_01,H05_02,H05_03,H05_04,H05_05,H05_06,H05_07,H05_08,H05_09,H05_10,H05_11,H05_12,H05_13,H05_14,H05_15,H05_16,H05_17,H05_18,H05_19,H05_20,H05_21,H05_22,H05_23,H05_24,H05_25,H05_26,H05_27,H05_28,H05_29,H05_30,H05_31,H05_32,H05_33,H05_34,H05_35,H05_36,H05_37,H05_38,H05_39,H05_40,H05_510_2023,H05_51d_2023,H05_52d_2023,H05_53d_2023,H05_54d_2023,H05_55d_2023,H05_56d_2023,H05_57d_2023,H05_58d_2023,H05_59d_2023,H06_01,H06_02,H06_03,H06_04,H06_05,H06_06,H06_07,H06_08,H06_09,H06_10,H06_100,H06_101,H06_102,H06_103,H06_104,H06_105,H06_106,H06_107,H06_108,H06_109,H06_11,H06_110,H06_111,H06_112,H06_113,H06_114,H06_115,H06_116,H06_117,H06_12,H06_13,H06_14,H06_15,H06_16,H06_17,H06_18,H06_19,H06_20,H06_21,H06_22,H06_23,H06_24,H06_25,H06_26,H06_27,H06_28,H06_29,H06_30,H06_31,H06_32,H06_33,H06_34,H06_35,H06_36,H06_37,H06_38,H06_39,H06_40,H06_41,H06_42,H06_43,H06_44,H06_45,H06_46,H06_47,H06_48,H06_49,H06_50,H06_51,H06_52,H06_53,H06_54,H06_55,H06_56,H06_57,H06_58,H06_59,H06_60,H06_61,H06_62,H06_63,H06_64,H06_65,H06_66,H06_67,H06_68,H06_69,H06_70,H06_71,H06_72,H06_73,H06_74,H06_75,H06_76,H06_77,H06_78,H06_79,H06_80,H06_81,H06_82,H06_83,H06_84,H06_85,H06_86,H06_87,H06_88,H06_89,H06_90,H06_91,H06_92,H06_93,H06_94,H06_95,H06_96,H06_97,H06_98,H06_99,H07_01,H07_02,H07_03,H07_04,H07_05,H07_06,H07_07,H07_08,H07_09,H07_10,H07_11,H07_12,H07_13,H07_14,H07_15,H07_16,H07_17,H07_18,H07_19,H07_20,H07_21,H07_22,H07_23,H07_24,H07_25,H07_26,H07_27,H07_28,H07_29,H07_30,H07_31,H07_32,H07_33,H07_34,H07_35,H07_36,H07_37,H07_38,H07_39,H07_40,H07_41,H07_42,H07_43,H07_44,H07_45,H07_46,H07_47,H07_48,H07_49,H07_50,H07_51,H07_52,H07_53,H07_54,H07_55,H07_56,H07_57,H07_58,H07_59,H07_60,H07_61,H07_62,H07_63,H07_64,H07_65,H07_66,H07_67,H07_68,H07_69,H07_70,H07_71,H07_72,H07_73,H07_74,H07_75,H07_76,H07_77,H07_78,H07_79,H07_80,H07_81,H07_82,H07_83,H07_84,H07_85,H07_86,H07_87,H07_88,H07_89,H07_90,H07_91,H07_92,H07_93,H07_94,H07_95,H07_96,H07_97,H08_01,H08_02,H08_03,H08_04,H08_05,H08_06,H08_07,H08_08,H08_09,H08_10,H08_11,H08_12,H08_13,H08_14,H08_15,H08_16,H08_17,H08_18,H08_19,H08_20,H08_21,H08_22,H08_23,H08_24,H08_25,H08_26,H08_27,H08_28,H08_29,H08_30,H08_31,H08_32,H08_33,H08_34,H08_35,H08_36,H08_37,H08_38,H08_39,H08_40,H08_41,H08_42,H08_43,H08_44,H08_45,H08_46,H08_47,H08_48,H08_49,H08_50,H08_51,H08_52,H08_53,H08_54,H08_81_2023,H08_821a_2023,H08_821b_2023,H08_821c_2023,H08_822a_2023,H08_822b_2023,H08_822c_2023,H08_822d_2023,H08_822e_2023,H08_823a_2023,H08_823b_2023,H08_83a_2023,H09_01,H09_02,H09_03,H09_04,H09_05,H09_06,H09_07,H09_08,H09_09,H09_10,H09_11,H09_12,H09_13,H09_14,H09_15,H09_16,H09_17,H09_18,H09_19,H09_20,H09_21,H09_22,H09_23,H09_24,H09_25,H09_26,H09_27,H09_28,H09_29,H09_30,H09_31,H09_32,H09_33,H09_34,H09_35,H09_36,H09_37,H09_38,H09_39,H09_40,H09_41,H09_42,H09_43,H09_44,H09_45,H09_46,H09_47,H09_48,H11_01,H11_02,H11_03,H11_04,H11_05,H11_06,H11_07,H11_08
Archivo_EST-43.xls,43,FEBRERO,,101,210,36,,,,110,,109,,6,31,0,,,,,,,,,1,,,,2,,4,,14,,,,38,,,,11,,,,39,,,,,,,,,,,,,,,,,,0,0,382,0,17,,601,330,7,33,50,105,189,,0,4,13,13,1,1,,,,,4,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,1,2,0,0,4,0,0,26,19,24,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,19,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,5,,,,,,1,3,,4,,,,,,2,1,,,,,,,,,,,22,,,,,1,,,8,,,,,,,,,,,,,,,3,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,2,63,19,32,92,208,0,0,0,44,0,0,0,4,0,0,0,0,4,0,1,0,3,0,0,0,75,10,18,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,655,51,63,69,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,255,,,,29,,,
Archivo_EST-44.xls,44,FEBRERO,,29,44,9,,,0,16,,8,,17,,0,,,,,,,,,,,,,1,,,,,,1,,4,,,,,,,,2,,,,,,,,,,,,,,,,,,0,0,127,4,10,0,394,172,4,3,58,21,65,0,4,2,7,4,0,0,0,0,0,0,3,6,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1,35,,,,,,,1,,,,,,,,,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,1,4,44,56,57,90,255,0,0,0,14,0,0,0,7,0,1,0,0,4,0,3,4,20,0,0,0,16,1,22,0,13,0,0,0,2,0,0,0,18,0,0,0,14,0,1,0,1,1,0,627,0,30,4,10,0,0,0,0,0,0,0,0,,,,,,,2,3,,,,,1,8,,2,,15,,6,1,4,,,2,8,,,1,3,,,,1,,,,,,1,,,,,,,,,,,,,,,,
Archivo_EST-45.xls,45,FEBRERO,,28,54,15,0,0,0,27,0,30,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,3,0,3,0,4,0,0,0,,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,402,340,107,1,764,279,7,2,150,72,177,1,11,3,9,13,1,1,0,0,0,0,3,45,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,,0,0,,0,5,0,,0,0,0,0,0,0,0,0,45,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,1,48,9,93,59,88,183,0,1,2,12,0,0,0,4,3,0,2,13,5,0,3,3,14,0,1,0,35,2,2,0,8,1,1,0,0,0,0,0,4,0,0,0,11,1,0,1,0,0,0,593,0,35,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,5,28,0,1,9,10,4,0,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Archivo_EST-46.xls,46,febrero,,19,100,23,,,,82,,93,4,6,0,2,,,,,,,,,39,,,,,,,,10,3,13,1,9,,,,,,,,1,,,,,,,,,,21,,,,,,,,0,0,81,7,5,1,361,406,1,0,27,80,70,0,2,,7,5,,,,,1,,3,1,13,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,3,3,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,2,,,1,,2,,5,,4,,,,,2,,3,,12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,6,1,3,29,38,24,26,96,0,0,0,1,0,0,1,4,3,0,1,10,3,0,1,1,7,0,0,0,24,1,2,0,3,1,1,1,2,0,0,0,5,0,0,0,4,1,0,0,1,0,0,355,1,96,0,1,2,0,0,0,0,0,0,0,3,,,,,,,,1,1,,1,,,1,2,8,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archivo_EST-47.xls,47,FEBRERO,,115,230,54,0,0,0,116,0,76,11,6,19,58,,,,,,,,,,1,,,,1,,1,7,5,12,2,48,,,,5,,,,4,,,,,,,1,,,,,,,,,,,0,0,808,2,5,4,1126,837,3,4,802,76,153,2,9,5,6,3,1,1,0,0,0,0,27,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,8,0,0,15,0,3,1,0,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,1,8,,,,,,,,5,18,1,,,,,1,,2,48,,,,,,3,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,11,1,2,68,99,29,70,299,0,0,0,12,0,0,0,0,22,3,1,9,10,1,1,7,8,1,0,1,72,10,5,4,29,1,3,5,3,0,0,3,7,0,0,2,18,2,4,2,0,0,0,935,11,205,7,6,0,0,0,0,0,0,0,0,,3,,,,,,,1,6,,1,4,15,7,29,6,26,11,27,3,21,,,10,53,,,1,1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
Archivo_EST-48.xls,48,FEBRERO,,10,21,17,0,0,0,12,,11,1,1,15,1,,,1,,,,,,,,,,2,,,,,,1,,7,,,,,,,,,1,,,,,,,,,,,,,,,,,0,0,189,12,8,5,302,332,3,3,44,12,33,0,2,0,6,0,1,1,,,,,4,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,16,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,9,0,1,14,57,10,28,38,0,0,0,0,0,0,0,0,2,0,0,2,2,1,1,0,22,0,1,0,20,3,4,0,29,0,0,0,3,0,0,0,7,0,0,0,12,0,0,0,2,2,0,255,5,24,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,2,,,,4,2,,,,2,2,1,1,,,1,4,,,,,,,,,,,,,3,,,,1,1,,,,,,,,,,,,
Archivo_EST-49.xls,49,FEBRERO,,59,108,27,,,,50,,35,12,30,0,0,,,,,,,,,,,,,,,7,5,14,1,2,,10,6,,,0,,,,1,,,,,,,,,,1,,,,,,,,0,0,608,0,52,6,686,507,7,5,158,284,139,1,3,1,8,11,1,1,0,0,0,0,7,8,61,10,0,0,0,0,0,0,1,8,0,0,0,0,0,2,0,0,2,2,3,8,0,0,5,0,0,0,0,8,0,0,1,0,0,2,0,8,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,,1,,,,,5,44,3,,9,,1,3,8,2,,1,,,,,,2,2,25,1,,,,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,8,3,8,75,70,46,104,297,0,0,0,0,0,0,0,0,5,4,5,3,2,0,0,1,2,0,0,0,31,1,1,0,42,3,1,2,10,2,0,0,1,0,0,0,16,4,3,1,0,0,0,720,17,57,0,30,0,0,0,0,0,0,0,0,,,,,,,,0,,4,,,,2,0,23,5,86,3,19,1,15,,2,,6,,,,,,,,,,,,,0,6,,,,,,,,,,,,0,,,,0
Archivo_EST-51.xls,51,FEBRERO,,37,72,268,,,,36,,42,,23,229,10,,,,,,,,,,,,,,,,,34,,3,,1,,,,,,4,,,,,,,,,,,,,,,,,,,,0,0,249,0,260,2,373,299,5,2,16,146,73,2,1,1,11,3,,,,,,,,2,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,3,,7,46,23,50,248,0,0,1,1,0,0,0,16,0,0,3,50,0,0,1,6,4,0,0,0,55,6,4,0,15,1,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,603,,64,0,7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,35,47,31,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Archivo_EST-52.xls,52,FEBRERO,,32,133,1,0,0,1,101,0,103,0,0,0,0,,,,,,,,,,,,,,,,,14,,1,,,,,,76,,,,11,,,,,,,,,,1,,,,,,,,0,0,238,30,12,1,823,504,7,0,34,77,58,0,3,1,4,0,1,1,0,0,0,0,4,3,37,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,17,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,,,,,,,,,,31,,,,,,,,7,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,7,,,,,,1,7,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,3,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,2,74,8,11,35,171,0,0,0,50,0,0,0,0,2,1,0,0,1,0,3,5,4,0,0,0,43,2,7,0,11,0,1,0,7,0,0,0,6,0,0,0,1,0,0,0,0,0,1,501,0,113,20,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,,,1,4,,9,4,1,,,,13,17,,,12,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
Archivo_EST-53.xlsx,53,Febrero,,266,321,72,,,,56,,54,6,64,,4,,,,,,,,,,,,,,,1,,15,2,3,2,12,1,,,4,,,,19,,,,,,,,,,,1,,,,,,,0,0,350,36,5,1,523,302,0,4,66,58,54,0,1,4,6,7,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,5,4,14,141,40,65,92,0,4,2,37,0,1,2,38,9,1,3,0,3,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,6,0,0,0,16,0,0,0,5,0,0,0,0,0,0,795,11,211,26,23,1,5,4,22,12,3,0,0,,,,,,,,,1,5,,,,,5,14,16,12,12,15,24,11,,,16,30,,,1,4,1,,,,,,,,3,8,,,,,,,,,115,9,66,62,26,34,18,
Archivo_EST-54.xls,54,febrero,,7,42,6,,,,36,,33,,9,,0,,,,,,,,,,,,,,,,,2,,,,28,,,,1,,,,,,,,,,,,,,2,,,,,,,,0,0,183,20,0,,103,127,4,,33,5,69,,,1,4,13,,,,,,,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,14,0,0,11,0,0,2,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,3,2,5,4,,,,,,,,2,1,12,,,,,,,1,3,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,40,0,0,0,187,0,0,0,4,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,17,0,0,0,8,0,0,0,5,0,0,0,0,1,1,0,289,6,30,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,1,,5,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
Archivo_EST-55.xls,55,FEBRERO,,93,145,42,,,,53,,50,8,37,,0,,,,,,,,1,,,,1,,,,,13,1,,,34,2,,,3,2,,,,,,,,,,,,,,1,,,,,,,0,0,559,42,539,2,766,551,4,10,150,217,169,,1,1,4,3,,,,,,,2,2,21,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,6,0,1,2,0,0,16,0,0,2,0,9,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,3,1,,,,2,4,2,7,,,,,,,,,,27,,,,,,2,1,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,7,2,4,52,33,17,38,200,0,0,0,1,0,0,1,10,3,5,1,9,4,1,2,4,16,0,0,0,49,2,5,0,23,1,1,0,9,1,0,0,4,0,0,0,16,1,6,2,0,0,0,558,12,90,1,26,1,0,0,0,0,0,0,0,,1,,,,,,,,2,,,,1,,1,9,14,,2,6,3,,,2,11,,,,,1,,,,,,,,1,,,,,,,,,,136,71,9,75,3,5,,
Archivo_EST-56.xls,56,FEBRERO,,80,164,36,0,0,0,85,,66,0,28,0,27,,,,,,,,,3,,,,,,2,,6,,,,,,2,,33,,19,,,,,,,,,,,,1,,,,,,,,,,759,120,80,4,759,515,4,4,170,171,141,0,5,1,4,0,0,0,0,0,0,0,3,1,2,1,0,0,1,0,0,1,1,1,0,0,0,5,5,12,0,0,0,2,1,5,7,2,15,0,1,3,7,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,2,,,,1,,22,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,2,,,,2,5,1,,,,,,,2,,,,,,,,,1,1,,,,,,,,,,,,,,2,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,8,6,9,39,252,61,101,328,0,0,2,68,0,0,0,16,6,1,0,0,3,0,0,2,9,1,0,0,60,7,0,0,24,3,0,0,23,3,0,0,7,0,0,0,,0,0,0,2,0,0,1131,10,106,36,12,0,0,0,0,0,0,0,0,,,,,,,,3,1,6,,,,5,1,11,,67,,11,1,13,,,17,58,,,28,5,,,,1,,,,,,3,,,,,,,,,0,0,0,0,0,0,0,0
